"","age","gender","occupation","qqm","soc_1","soc_2","soc_3","soc_4","soc_5","soc_6","soc_7","soc_8","soc_9","soc_10","soc_11","soc_12","soc_13","soc_14","soc_15","soc_16","soc_17","soc_18","soc_19","soc_20","soc_21","soc_22","soc_23","soc_24","gbs_1","gbs_2","gbs_3","gbs_4","gbs_5","gbs_6","gbs_7","gbs_8","gbs_9","gbs_10","gbs_11","gbs_12"
"643",19,"other","current student","no",4,3,4,4,4,4,4,2,4,5,5,4,4,5,5,4,4,4,4,4,3,4,4,4,5,4,5,3,4,4,3,3,4,3,2,2
"644",19,"female","current student","no",5,2,5,4,5,5,4,3,3,5,5,4,4,4,2,2,5,5,4,4,5,5,5,5,4,5,4,4,3,4,2,3,1,1,3,3
"645",28,"female","part-time","no",2,4,4,2,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,2,2
"646",20,"female","employed","no",1,1,2,2,3,3,2,2,1,1,3,4,2,1,2,1,1,4,1,2,1,1,1,4,3,2,2,1,2,2,4,5,3,4,3,3
"647",20,"female","current student","no",2,4,4,4,4,5,3,4,4,4,5,5,5,4,5,4,4,5,2,2,4,2,4,4,3,4,4,4,4,4,2,2,1,2,2,1
"648",19,"female","current student","no",3,2,4,4,4,5,4,4,5,5,5,4,5,5,3,5,4,5,2,5,2,4,2,5,3,5,4,5,3,3,3,1,1,3,3,1
"649",23,"male","current student","no",4,5,2,4,5,4,5,4,5,5,5,4,5,5,4,4,4,5,4,2,5,4,4,2,4,4,3,4,4,4,5,2,4,4,4,1
"650",55,"female","employed","no",3,2,3,3,4,4,4,5,4,4,4,3,4,4,3,4,3,4,3,4,3,4,4,5,4,4,4,4,4,4,2,3,3,2,2,2
"651",34,"female","employed","no",3,5,2,5,5,3,5,4,5,5,4,5,3,4,4,4,4,4,3,3,4,4,4,4,5,5,3,5,4,5,1,3,3,1,1,1
"652",20,"male","current student","no",4,5,4,4,2,2,5,5,4,4,4,4,4,4,4,5,4,5,4,4,4,5,2,5,4,4,4,4,4,4,3,2,2,4,2,2
"653",20,"female","current student","no",2,4,3,4,4,3,3,1,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,2,2,2,2,2,2
"654",19,"male","current student","no",2,2,3,4,2,2,4,2,4,4,4,4,4,4,4,4,4,4,2,4,4,4,2,4,3,4,4,4,4,4,2,2,2,2,2,2
"655",19,"female","current student","no",2,2,2,2,3,4,2,1,2,4,4,4,4,5,3,4,4,4,3,3,3,4,1,4,3,4,3,3,4,3,4,4,4,3,3,1
"656",20,"male","employed","no",4,3,3,4,4,3,4,5,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,3,3,4,3,4,3,3,2,3
"657",54,"female","unemployed","no",4,2,1,2,2,2,4,2,3,4,4,4,4,5,5,3,4,4,4,2,4,5,2,4,4,4,4,4,4,4,2,2,2,3,2,2
"658",21,"female","employed","no",4,4,4,4,3,3,4,4,4,5,4,4,3,4,4,5,4,2,4,4,4,4,2,5,4,4,5,4,4,4,1,2,2,1,2,2
"659",57,"male","employed","no",2,3,4,4,4,4,2,4,4,4,4,4,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2
"660",57,"female","part-time","no",2,4,4,4,3,3,2,2,3,4,4,4,2,4,4,4,5,5,2,4,2,4,4,3,4,3,3,4,3,4,3,3,3,2,3,3
"661",21,"male","current student","no",4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,5,4,4,4,4,4,4,1,4,4,4,4,4,4,4,1,1,1,1,1,2
"662",53,"male","employed","no",1,5,5,5,3,3,2,4,5,5,4,5,1,4,4,5,4,3,3,3,2,2,2,4,4,4,4,4,4,4,1,1,1,1,1,1
"663",19,"female","current student","yes",5,5,3,3,5,4,2,5,4,3,5,2,4,2,4,2,3,3,3,1,3,3,3,4,4,3,4,3,3,3,4,2,3,5,4,2
"664",19,"female","current student","no",4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4,2,4,4,5,4,4,4,4,4,4,2,2,3,2,2,2
"665",NA,"male","employed","no",2,3,4,4,3,3,2,2,4,5,5,3,4,4,4,5,2,4,2,3,3,2,2,4,5,4,4,4,4,4,4,2,2,1,2,2
"666",20,"male","current student","no",3,2,3,2,2,5,2,2,4,4,4,4,4,3,2,2,4,4,4,2,2,1,1,4,3,4,3,3,3,4,2,3,2,4,3,2
"667",22,"female","employed","no",2,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,2,2,3
"668",20,"male","employed","no",3,4,4,3,4,2,4,1,4,4,4,5,4,4,3,4,4,4,4,4,3,4,4,4,4,5,4,4,4,4,2,2,2,2,3,2
"669",25,"female","employed","no",1,3,3,1,3,2,3,1,3,2,4,3,2,3,3,3,4,4,4,3,2,2,2,3,4,3,4,3,4,3,4,3,3,3,4,4
"670",19,"female","employed","no",4,4,5,4,5,4,4,5,4,5,5,5,5,5,5,5,4,4,4,5,4,5,5,5,4,5,4,4,5,4,1,1,2,2,1,1
"671",20,"other","current student","yes",2,3,4,4,4,4,2,1,3,5,4,3,4,4,4,5,4,5,2,2,2,2,2,3,3,3,3,2,3,4,4,5,2,4,3,2
"672",78,"male","retired","no",2,2,2,2,2,2,3,3,4,4,4,3,3,3,3,4,4,4,3,3,3,4,4,4,3,3,4,3,3,3,3,2,3,2,2,3
"673",60,"female","retired","no",3,4,4,4,4,4,4,2,4,5,4,4,4,4,4,5,4,5,4,4,4,4,2,2,4,4,4,4,4,4,2,2,2,2,2,2
"674",51,"female","employed","no",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2
"675",20,"female","current student","no",2,4,4,2,4,4,4,2,3,4,2,3,2,2,2,5,3,3,3,3,2,4,1,2,3,4,2,2,3,3,4,4,4,3,4,4
"676",19,"female","current student","no",2,3,4,4,4,4,3,4,4,5,5,4,4,5,4,5,3,4,2,4,2,4,2,4,4,5,3,4,4,3,2,2,1,2,2,1
"677",20,"male","employed","no",3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,4,3,4,4,4,3,4,4,4,2,4,2,2,3,2
"678",19,"male","current student","no",2,3,3,3,2,2,3,4,2,4,4,3,2,4,3,3,2,4,2,4,4,4,2,4,3,4,3,3,4,3,2,3,3,4,2,2
"679",20,"male","current student","no",4,3,3,3,4,4,4,4,4,4,4,3,3,3,3,5,4,5,4,3,4,4,3,4,3,4,3,3,3,3,4,3,3,4,3,3
"680",57,"male","employed","no",2,5,4,5,3,1,3,5,4,3,3,4,3,4,4,4,4,2,4,4,4,2,4,2,4,4,4,4,4,4,2,2,2,2,3,2
"681",20,"male","current student","no",4,4,4,3,5,4,5,4,4,4,5,4,4,5,4,4,5,5,4,4,4,5,4,4,3,5,4,4,4,4,3,2,3,3,4,2
"682",19,"female","current student","no",1,2,3,3,3,2,2,2,2,4,4,3,2,2,2,4,3,4,1,2,2,3,2,3,2,4,3,2,2,3,5,4,4,4,4,3
"683",19,"female","current student","no",4,4,4,4,4,4,4,2,5,4,5,4,4,5,3,5,4,5,4,3,3,4,4,3,3,4,4,3,4,4,4,3,5,4,4,3
"684",20,"male","searching for employment","no",2,5,4,4,3,4,3,4,5,5,4,5,4,4,5,5,4,5,4,4,4,4,3,5,4,5,4,4,4,5,2,2,1,1,2,1
"685",20,"male","part-time","no",4,4,5,4,4,4,5,4,4,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,1,3,2,1
"686",56,"male","employed","no",1,4,4,4,2,2,2,3,5,3,4,5,3,4,3,4,3,4,3,3,3,2,4,4,5,4,5,5,4,4,1,3,1,1,2,1
"687",27,"male","employed","no",2,4,4,4,4,4,2,2,4,4,4,4,4,4,3,4,2,4,2,4,2,2,4,3,4,4,4,4,4,4,2,2,2,2,2,2
"688",19,"male","part-time","no",4,4,4,3,4,4,4,4,5,5,5,4,5,5,4,4,4,4,3,4,3,4,4,5,4,5,4,4,5,4,2,2,2,2,2,2
"689",19,"female","current student","no",2,2,4,4,2,2,4,4,3,5,4,3,2,4,3,4,4,4,2,4,4,2,2,4,2,4,4,4,4,2,2,2,2,2,2,3
"690",19,"female","current student","no",2,3,3,2,4,4,4,4,4,4,4,4,4,5,5,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2
"691",22,"male","employed","no",3,2,1,2,4,3,4,4,4,4,5,3,4,5,5,4,4,4,3,2,4,4,5,4,4,4,2,2,3,3,3,4,5,4,4,2
"692",24,"other","searching for employment","no",2,2,2,2,4,2,4,4,2,3,3,3,4,4,4,4,4,5,4,4,3,3,3,4,3,4,2,2,4,3,4,4,2,4,5,3
"693",28,"male","employed","no",2,4,4,4,4,2,4,4,4,4,4,4,4,4,2,3,2,4,2,4,3,2,3,4,4,4,2,4,2,4,2,2,2,3,2,2
"694",19,"female","part-time","no",4,4,4,4,4,4,5,3,5,5,4,5,4,4,4,5,4,5,3,4,4,5,4,4,4,4,4,4,4,4,2,2,3,3,2,2
"695",19,"female","current student","yes",4,3,4,3,4,4,4,2,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,3,4,3,4,2,3,4,2,2
"696",28,"female","employed","no",2,2,4,4,3,3,2,5,3,2,3,3,3,3,3,2,2,3,3,3,3,3,5,4,3,3,3,2,3,4,3,4,4,3,3,3
"697",20,"male","current student","no",3,4,4,4,3,3,4,4,4,4,3,3,3,4,3,4,3,4,3,4,3,4,3,5,3,3,4,3,4,3,3,3,3,3,4,2
"698",20,"female","current student","no",1,1,2,1,2,1,1,2,5,4,3,1,1,4,5,4,1,4,1,2,1,1,4,4,5,3,1,2,1,2,5,4,4,5,5,5
"699",18,"female","part-time","no",2,5,5,3,4,5,4,5,4,5,5,5,5,5,5,5,2,4,2,4,4,4,3,5,4,5,5,5,5,4,3,1,2,4,1,1
"700",19,"male","current student","no",5,3,3,2,4,4,4,3,4,5,4,4,4,4,3,5,4,5,3,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,2,3
"701",28,"female","searching for employment","no",2,2,2,2,4,2,4,4,3,5,3,4,4,4,4,4,4,5,4,2,4,4,2,4,4,4,3,3,4,4,4,4,4,3,4,2
"702",21,"male","employed","no",4,5,4,5,5,5,5,2,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,5,4,3,3,2,4,2,2
"703",44,"female","employed","no",4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,3,2,2,2
"704",21,"female","current student","no",4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,2,4,3,4,4,4,3,2,2,2,2,4
"705",30,"male","employed","no",2,3,2,2,2,2,4,1,2,4,2,3,4,2,2,2,4,4,3,3,3,4,1,4,2,2,2,1,3,1,5,5,4,4,4,2
"706",20,"male","employed","no",5,4,4,2,4,4,5,5,4,4,4,4,4,4,2,4,4,4,4,4,4,5,4,4,4,5,2,2,4,2,2,4,2,4,2,2
"707",18,"female","current student","no",3,4,4,4,4,5,4,5,4,2,5,4,4,4,4,4,4,4,4,5,3,5,4,4,4,4,4,4,4,4,2,4,1,2,2,4
"708",48,"female","employed","no",5,3,4,3,4,4,5,3,4,4,4,3,4,4,4,3,4,5,4,4,5,4,4,5,4,4,4,4,4,4,2,2,2,2,2,2
"709",19,"male","current student","no",2,2,4,4,5,4,4,5,4,5,5,4,4,5,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,2,2,2,4
"710",20,"male","current student","no",3,4,4,4,4,4,4,3,5,4,4,3,4,4,4,4,4,5,3,4,4,4,4,5,3,4,4,4,4,4,2,2,2,2,2,2
"711",20,"male","current student","no",3,2,2,1,5,4,4,1,2,3,5,5,5,5,4,4,4,5,2,2,2,5,4,4,4,4,4,1,3,4,3,2,4,1,3,1
"712",20,"female","current student","no",4,4,4,4,4,5,3,2,4,4,4,4,4,3,4,4,4,3,4,4,3,4,4,4,2,2,3,2,2,2,3,4,2,2,2,3
"713",22,"female","part-time","no",3,4,4,4,4,4,4,4,4,5,5,5,5,4,5,5,4,4,3,4,3,4,2,4,4,5,4,4,3,4,2,2,2,2,2,1
"714",19,"female","current student","no",4,4,2,2,4,4,5,4,2,4,3,4,4,2,3,4,5,4,4,4,4,4,4,4,2,4,3,2,4,4,4,4,5,3,4,3
"715",20,"male","current student","no",2,3,3,3,5,5,2,2,5,4,5,4,5,5,5,3,4,5,4,5,4,4,5,5,5,4,5,2,3,4,4,3,4,3,3,2
"716",22,"other","current student","no",3,4,4,4,4,4,5,2,4,5,5,3,3,4,4,4,5,5,5,3,5,4,4,5,4,4,3,3,3,4,2,2,2,3,3,2
"717",22,"female","part-time","no",4,4,4,3,4,4,4,2,4,4,4,5,4,4,4,5,5,5,4,5,5,4,5,5,4,4,4,3,4,4,2,2,4,2,3,3
"718",20,"male","current student","no",4,4,2,4,4,2,5,2,3,5,4,4,4,5,5,5,4,4,4,4,4,2,2,4,4,4,3,4,3,4,4,3,2,3,2,1
"719",20,"male","current student","no",4,3,3,3,4,4,2,5,4,5,3,3,3,4,3,5,5,4,4,4,4,4,5,4,4,4,3,3,2,3,4,5,4,4,4,2
"720",20,"female","current student","no",2,3,2,2,3,4,3,2,3,3,4,2,4,4,3,4,3,4,2,2,3,4,2,3,4,5,4,4,4,3,3,3,2,2,3,3
"721",20,"female","current student","no",4,4,4,4,5,5,5,5,4,5,5,5,5,4,4,5,3,5,2,4,2,4,4,5,4,4,4,4,4,4,1,1,1,1,1,1
"722",20,"male","current student","no",4,5,4,5,4,5,4,2,5,5,4,4,4,5,4,5,4,4,2,3,2,3,1,5,5,5,4,4,4,5,2,2,2,2,4,2
"723",20,"female","unemployed","no",4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,3,4,4,4,1,2,2,1,2,2
"724",19,"male","current student","no",5,5,3,3,4,3,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,2,4,5,5,4,4,4,5,1,1,1,2,3,1
"725",57,"female","part-time","no",2,2,3,4,4,2,2,3,3,3,3,3,2,3,3,4,2,4,3,2,4,2,2,4,2,3,2,2,2,3,3,4,3,3,4,4
"726",18,"female","current student","no",5,4,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4,5,4,4,4,4,4,5,4,4,4,3,4,5,2,2,3,2,2,2
"727",78,"female","retired","no",2,2,2,4,2,3,2,3,3,2,2,4,1,3,4,4,3,2,3,3,2,1,2,3,4,4,4,3,3,3,3,3,3,4,4,4
"728",20,"female","part-time","no",5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,4,5,4,4,5,5,5,5,2,2,2,2,1,2
"729",55,"male","employed","no",4,4,4,4,4,4,4,3,5,5,4,5,4,3,4,5,4,4,4,4,3,4,4,4,4,4,4,4,4,4,2,2,1,1,2,2
"730",47,"male","employed","no",4,5,5,4,4,3,5,4,5,5,5,5,4,5,4,5,4,5,4,5,4,4,5,5,4,5,4,4,5,4,1,2,2,1,1,2
"731",52,"male","employed","no",4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,1,1,2,2
"732",20,"male","current student","no",4,4,4,4,4,4,4,3,4,4,5,5,5,4,4,4,3,5,5,5,4,4,4,5,4,5,4,4,4,5,2,1,2,1,1,2
"733",43,"female","part-time","no",2,4,1,4,4,4,3,3,4,1,4,4,3,4,4,3,4,4,2,4,4,3,2,4,4,5,3,4,4,3,4,2,3,4,4,2
"734",21,"male","current student","no",4,5,5,3,4,5,5,2,4,5,5,5,5,5,5,5,4,5,4,5,4,5,5,5,5,3,5,4,4,4,2,1,1,1,2,2
"735",60,"male","part-time","no",2,3,4,4,3,3,2,4,4,4,4,5,4,4,3,5,4,4,4,3,4,4,5,4,3,4,4,4,4,4,1,1,1,1,1,2
"736",20,"female","current student","no",4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,2,4,4,4,4,4,4,4,1,2,1,2,2,1
"737",20,"female","current student","no",3,4,4,5,4,5,4,3,4,4,4,4,4,4,4,5,3,4,3,4,3,4,3,4,4,4,4,4,4,4,3,3,2,2,3,2
"738",20,"female","current student","yes",5,5,5,4,5,5,5,2,5,5,4,5,4,5,5,5,4,5,4,5,4,5,4,5,4,5,5,5,5,5,1,1,1,1,1,1
"739",19,"female","employed","no",2,3,3,3,3,4,4,3,4,4,4,3,4,4,5,3,3,5,2,4,3,4,4,4,4,3,4,3,3,4,2,2,4,4,3,3
"740",30,"other","current student","no",4,4,4,4,4,5,4,4,4,4,5,5,4,5,4,4,4,5,4,4,4,4,4,4,4,4,3,4,4,4,3,2,4,4,2,2
"741",54,"female","unemployed","no",2,4,4,4,3,4,2,4,3,4,3,4,3,4,3,3,3,2,3,3,3,3,2,3,4,3,4,4,4,3,2,2,2,2,3,3
"742",21,"female","current student","no",2,2,4,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,5,3,4,2,4,4,4,4,4,4,4,2,2,2,3,2,2
"743",20,"female","current student","no",4,4,4,2,4,4,4,2,3,4,4,3,3,4,4,4,3,4,4,4,4,4,2,4,4,4,2,3,4,4,4,3,4,4,2,2
"744",19,"male","current student","no",3,4,4,4,5,5,4,2,4,5,5,2,5,5,4,3,5,5,4,2,4,1,2,4,4,3,4,4,4,4,4,3,4,2,4,2
"745",24,"female","current student","no",3,2,2,3,2,3,4,2,4,4,5,4,2,4,4,4,3,4,3,2,4,4,3,4,3,4,4,2,3,3,2,4,4,4,4,3
"746",75,"female","retired","no",2,5,5,4,4,3,3,5,5,5,5,5,4,3,3,5,3,3,3,4,4,3,2,4,4,5,4,4,4,3,3,2,2,2,3,3
"747",20,"male","current student","no",3,5,4,5,4,4,5,5,5,5,5,4,4,5,4,5,5,4,3,5,4,4,5,4,5,5,4,5,5,4,1,1,1,1,1,1
"748",23,"male","employed","no",3,3,4,3,4,3,5,2,3,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2
"749",44,"female","employed","no",4,4,5,4,5,5,5,4,4,5,4,4,4,4,4,4,5,5,5,5,5,5,4,5,4,5,4,4,5,4,3,1,1,1,2,2
"750",58,"female","employed","no",5,5,4,4,4,4,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,1,1,1,1
"751",22,"female","current student","no",4,5,4,4,4,4,5,5,4,5,4,4,4,5,4,4,4,4,3,4,3,5,1,4,5,4,5,3,5,4,2,2,4,2,2,3
"752",23,"female","part-time","no",2,2,1,3,2,2,1,4,4,2,2,3,2,2,3,3,3,3,1,3,1,3,1,4,3,4,2,3,1,2,5,5,4,5,4,2
"753",26,"female","current student","yes",2,3,3,3,4,2,4,3,4,5,4,5,4,4,4,5,4,4,3,4,3,3,2,5,3,5,3,4,3,4,2,2,1,3,2,2
"754",39,"female","unemployed","no",3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,5,4,4,3,4,4,4,4,4,4,4,4,4,2,2,2,2,2,3
"755",27,"other","employed","no",2,2,2,1,2,1,2,2,4,4,4,4,4,4,4,4,4,4,2,1,2,2,2,4,4,4,5,4,4,4,2,2,2,2,2,2
"756",20,"male","current student","no",2,4,4,2,4,4,4,4,5,5,5,4,4,5,4,4,4,5,3,4,4,2,4,4,4,4,3,4,4,4,2,3,2,2,2,2
"757",20,"female","current student","no",1,2,3,2,2,3,2,4,4,4,5,4,4,4,3,3,1,4,2,1,1,1,1,4,2,4,3,2,2,3,4,3,3,2,4,2
"758",51,"male","employed","no",5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1
"759",19,"male","current student","no",2,2,4,2,4,4,4,2,4,4,5,4,5,4,5,4,4,5,5,4,4,5,4,4,4,4,4,4,4,4,4,3,3,2,2,2
"760",19,"female","part-time","no",2,4,3,4,4,4,5,3,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,3,3,4,2,3,3
"761",19,"female","current student","no",5,4,2,4,4,3,5,2,3,5,5,4,3,4,4,3,4,5,5,4,4,5,2,5,4,5,5,4,5,4,1,2,1,3,2,1
"762",21,"female","current student","no",3,4,4,4,4,5,4,3,4,5,5,4,4,4,4,5,4,5,3,4,2,4,3,4,4,4,4,4,4,4,2,4,1,1,2,1
"763",19,"female","current student","no",5,5,5,2,4,5,5,2,4,4,4,4,5,5,5,4,5,5,3,5,5,5,4,4,4,4,5,4,3,5,1,4,2,4,3,4
"764",54,"male","employed","no",4,4,5,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,3,4,3,4,4,4,4,4,4,4,5,4,1,2,2,1,2,1
"765",21,"female","current student","no",2,3,4,1,5,5,2,2,5,5,5,5,5,5,5,5,2,4,2,4,2,2,2,4,5,5,5,4,4,5,1,1,2,3,2,2
"766",20,"female","current student","no",3,4,3,4,4,4,4,5,4,4,4,3,3,4,3,3,4,4,4,4,4,4,3,3,3,5,4,4,4,4,3,4,2,3,3,2
"767",28,"male","employed","no",2,4,3,4,3,3,4,5,4,4,4,4,4,4,4,4,3,4,2,3,2,3,2,4,4,4,4,4,4,4,2,1,1,3,2,3
"768",59,"female","employed","no",2,2,1,5,2,2,2,5,1,4,2,2,2,2,2,1,2,2,5,2,2,2,1,2,2,5,3,2,2,2,4,3,2,2,4,2
"769",19,"female","current student","no",4,3,4,4,5,4,4,4,4,3,4,4,4,3,4,4,4,5,3,4,4,4,4,4,3,4,4,3,3,4,2,2,3,2,3,2
"770",18,"female","current student","yes",4,5,5,5,3,5,5,5,4,5,5,5,3,5,5,5,5,5,4,4,3,4,4,4,4,5,5,5,4,5,2,2,2,2,2,2
"771",56,"male","employed","no",2,5,3,4,3,4,3,5,4,5,3,4,2,4,4,5,3,4,3,3,3,4,2,5,3,4,4,4,4,3,1,2,1,2,3,1
"772",21,"male","employed","no",4,4,4,4,5,4,4,4,4,4,4,4,4,4,3,5,4,5,5,4,3,5,4,5,4,4,4,3,4,4,2,2,2,2,1,2
"773",19,"female","current student","no",4,4,4,4,3,4,4,2,4,4,4,4,3,4,4,4,4,4,3,4,4,4,2,4,3,4,4,4,4,4,2,2,2,3,2,2
"774",19,"female","current student","no",4,5,4,4,3,5,4,3,5,4,5,5,3,4,5,5,4,5,5,4,4,5,3,4,4,5,4,5,4,5,3,1,1,2,1,2
"775",78,"male","retired","no",4,4,3,4,4,4,5,5,4,4,4,5,4,5,4,5,5,5,3,5,4,4,3,5,4,5,4,4,4,4,2,2,3,1,3,2
"776",19,"male","unemployed","no",5,5,2,2,5,4,4,3,4,4,5,3,5,4,5,4,5,5,5,3,5,5,4,1,3,4,4,4,3,4,3,4,1,4,3,4
"777",20,"male","current student","yes",2,4,4,4,3,2,4,4,4,4,4,3,3,4,5,5,4,4,3,4,3,3,4,4,4,4,4,4,4,5,2,2,3,2,2,2
"778",58,"female","employed","no",2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2
"779",21,"female","current student","no",2,3,4,4,4,4,4,4,4,4,5,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,2,4,4,2
"780",55,"female","employed","no",1,4,3,1,1,1,2,3,3,4,2,3,3,1,3,4,2,2,1,4,2,1,1,2,2,4,2,2,2,3,5,3,3,3,4,3
"781",60,"female","part-time","no",2,2,2,2,2,2,4,4,3,4,4,4,2,2,4,4,4,4,3,3,4,2,4,4,2,4,3,2,2,2,3,3,3,3,4,3
"782",19,"female","current student","no",4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,5,4,4,3,4,4,4,4,4,2,2,2,3,1,2
"783",19,"female","current student","no",3,5,5,5,5,5,5,4,4,4,5,5,5,5,4,5,4,5,3,3,4,4,4,5,5,5,4,4,5,4,2,2,3,3,2,2
"784",51,"female","employed","no",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2
"785",21,"female","current student","no",3,4,4,2,5,2,4,5,5,5,4,5,4,5,3,5,4,5,1,4,4,4,4,4,4,5,4,3,4,4,4,2,4,4,1,2
"786",20,"female","current student","no",4,5,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,3,2,2,3,4,4
"787",43,"female","employed","no",1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1
"788",22,"female","current student","no",3,4,4,4,4,4,3,2,3,4,4,4,4,4,3,3,4,4,4,3,4,5,4,4,3,4,4,4,4,4,2,3,2,2,3,2
"789",19,"female","current student","no",5,5,5,4,5,5,5,4,5,5,4,5,5,5,5,5,5,5,3,5,5,5,5,5,4,5,4,4,4,4,1,1,1,1,1,1
"790",19,"female","current student","no",4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,5,4,5,4,4,4,4,3,4,4,4,4,4,4,4,3,2,2,1,2,1
"791",22,"male","employed","no",2,4,2,3,4,2,3,2,4,5,2,2,4,2,4,3,4,5,4,4,4,4,2,4,3,4,4,2,2,4,3,4,2,2,2,4
"792",19,"female","current student","no",4,5,4,4,5,5,4,1,4,4,5,5,4,5,2,4,4,5,4,2,4,5,2,4,4,4,4,3,3,5,4,4,4,4,2,2
"793",21,"female","current student","no",3,3,4,3,4,4,5,4,3,5,5,4,5,5,4,5,5,4,4,4,4,5,5,4,4,4,4,4,4,3,1,1,3,2,3,2
"794",22,"other","employed","no",4,4,2,2,2,2,4,2,4,5,4,5,4,5,4,4,4,5,4,4,4,4,2,4,4,4,4,4,4,4,2,2,2,2,2,2
"795",20,"female","current student","no",2,2,4,4,5,2,4,4,3,5,2,2,4,4,4,4,4,4,5,4,4,4,5,5,2,4,3,4,4,4,2,4,2,4,4,2
"796",30,"male","employed","no",3,4,4,4,4,3,4,2,4,5,4,4,5,4,4,5,4,5,3,5,3,4,2,4,4,5,4,4,4,4,1,2,2,2,1,2
"797",23,"female","employed","no",2,4,4,4,4,4,4,5,4,4,4,4,4,4,2,4,4,4,2,4,2,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2
"798",20,"female","current student","no",2,2,1,2,4,2,2,2,2,2,4,3,2,3,4,4,4,5,2,3,2,4,2,4,3,2,4,2,3,3,4,4,4,3,2,4
"799",55,"female","employed","no",1,4,3,3,3,3,2,4,4,4,4,4,3,3,4,4,4,4,2,3,2,4,2,4,4,4,4,4,4,4,2,2,2,3,3,2
"800",20,"female","current student","no",1,4,4,2,4,4,2,3,2,4,4,4,4,4,4,4,4,5,4,3,3,2,4,4,4,4,4,4,4,4,4,2,3,3,4,2
"801",20,"male","current student","no",3,5,5,5,5,5,3,3,5,5,5,5,4,3,4,5,4,5,4,4,4,4,3,5,5,5,5,4,5,5,2,1,2,2,1,2
"802",19,"female","current student","no",3,4,3,4,4,4,4,3,3,4,4,3,4,4,3,3,4,4,2,4,3,4,2,4,4,5,4,4,4,4,1,2,1,1,2,1
"803",20,"female","current student","no",5,4,5,5,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,3,4,4,5,4,4,2,2,1,2,3,1
